Year,Month,Day,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Stn Press (kPa),Hour
2021,2,20,-4.5,-8.4,75.0,0.0,100.68,4
2021,2,20,-4.6,-7.6,79.0,0.0,100.68,5
2021,2,20,-4.8,-7.5,81.0,0.0,100.67,6
2021,2,20,-4.8,-7.9,79.0,0.0,100.69,7
2021,2,20,-4.6,-8.2,76.0,0.0,100.75,8
2021,2,20,-4.5,-9.8,66.0,0.0,100.81,9
2021,2,20,-3.3,-9.1,65.0,0.0,100.81,10
2021,2,20,-2.2,-9.1,59.0,0.0,100.86,11
2021,2,20,-1.9,-10.4,52.0,0.0,100.9,12
2021,2,20,-2.4,-8.0,65.0,0.0,100.88,13
2021,2,20,-2.3,-8.2,64.0,0.0,100.88,14
2021,2,20,-1.8,-8.6,59.0,0.0,100.9,15
2021,2,20,-2.7,-7.5,70.0,0.0,101.0,16
2021,2,20,-2.5,-8.4,64.0,0.0,101.04,17
2021,2,20,-3.0,-9.2,62.0,0.0,101.13,18
2021,2,20,-3.5,-10.1,60.0,0.0,101.24,19
2021,2,20,-4.2,-10.1,63.0,0.0,101.31,20
2021,2,20,-4.9,-10.1,67.0,0.0,101.38,21
2021,2,20,-5.7,-10.7,68.0,0.0,101.44,22
2021,2,20,-5.7,-11.1,65.0,0.0,101.51,23
2021,2,21,-6.6,-10.9,71.0,0.0,101.58,0
2021,2,21,-7.0,-10.4,77.0,0.0,101.63,1
2021,2,21,-6.4,-9.6,78.0,0.0,101.69,2
2021,2,21,-6.5,-9.7,79.0,0.0,101.71,3
2021,2,21,-6.9,-10.6,75.0,0.0,101.71,4
2021,2,21,-7.1,-10.6,76.0,0.0,101.75,5
2021,2,21,-8.1,-11.1,79.0,0.0,101.81,6
2021,2,21,-8.0,-11.0,79.0,0.0,101.83,7
2021,2,21,-6.8,-11.1,72.0,0.0,101.86,8
2021,2,21,-5.3,-10.5,67.0,0.0,101.91,9
2021,2,21,-4.0,-10.0,63.0,0.0,101.91,10
2021,2,21,-3.6,-8.6,68.0,0.0,101.91,11
2021,2,21,-3.6,-8.4,69.0,0.0,101.91,12
2021,2,21,-2.3,-8.8,61.0,0.0,101.83,13
2021,2,21,-2.2,-9.1,59.0,0.0,101.72,14
2021,2,21,-2.5,-9.4,59.0,0.0,101.65,15
2021,2,21,-2.5,-8.7,62.0,0.0,101.63,16
2021,2,21,-2.6,-9.0,62.0,0.0,101.51,17
2021,2,21,-2.7,-8.6,64.0,0.0,101.42,18
2021,2,21,-2.4,-8.8,61.0,0.0,101.32,19
2021,2,21,-2.1,-8.8,60.0,0.0,101.19,20
2021,2,21,-1.5,-9.3,55.0,0.0,101.04,21
2021,2,21,-0.9,-8.6,56.0,0.0,100.93,22
2021,2,21,-0.5,-6.7,63.0,0.0,100.77,23
2021,2,22,-0.2,-6.3,63.0,0.0,100.58,0
2021,2,22,-0.2,-7.1,60.0,0.0,100.44,1
2021,2,22,0.2,-7.4,57.0,0.0,100.28,2
2021,2,22,0.6,-8.0,53.0,0.0,100.12,3
2021,2,22,0.4,-6.1,61.0,0.0,99.97,4
2021,2,22,0.1,-4.4,72.0,0.0,99.74,5
2021,2,22,0.0,-1.1,92.0,0.8,99.54,6
2021,2,22,0.1,-0.7,94.0,3.7,99.37,7
2021,2,22,0.3,-0.4,95.0,2.1,99.21,8
2021,2,22,0.8,0.0,95.0,0.8,99.06,9
2021,2,22,1.6,0.7,94.0,0.2,98.95,10
2021,2,22,2.2,1.1,92.0,0.1,98.87,11
2021,2,22,2.7,0.9,88.0,0.0,98.79,12
2021,2,22,2.7,0.6,86.0,0.0,98.69,13
2021,2,22,3.3,0.0,79.0,0.0,98.67,14
2021,2,22,3.3,-0.4,77.0,0.0,98.7,15
2021,2,22,3.1,-0.4,78.0,0.0,98.77,16
2021,2,22,3.2,-1.1,73.0,0.0,98.8,17
2021,2,22,2.8,-2.4,68.0,0.0,98.91,18
2021,2,22,2.4,-3.7,64.0,0.0,99.0,19
2021,2,22,2.6,-2.7,68.0,0.0,99.04,20
2021,2,22,2.4,-1.8,73.0,0.0,99.08,21
2021,2,22,2.2,-1.7,76.0,0.0,99.1,22
2021,2,22,1.5,-2.2,76.0,0.0,99.06,23
2021,2,23,0.9,-3.0,75.0,0.0,98.99,0
2021,2,23,0.3,-3.9,73.0,0.0,98.98,1
2021,2,23,0.4,-3.5,75.0,0.0,98.92,2
2021,2,23,1.0,-2.8,76.0,0.0,98.78,3
2021,2,23,1.4,-2.1,77.0,0.0,98.66,4
2021,2,23,1.6,-1.7,78.0,0.0,98.55,5
2021,2,23,1.4,-1.8,79.0,0.0,98.46,6
2021,2,23,0.9,-1.0,87.0,0.1,98.39,7
2021,2,23,0.9,-0.3,92.0,0.3,98.38,8
2021,2,23,1.3,0.1,92.0,0.1,98.36,9
2021,2,23,2.1,0.0,86.0,0.0,98.36,10
2021,2,23,3.6,-0.4,75.0,0.0,98.4,11
2021,2,23,4.0,-1.1,69.0,0.0,98.52,12
2021,2,23,3.9,-1.0,71.0,0.0,98.6,13
2021,2,23,4.6,-0.7,69.0,0.0,98.69,14
2021,2,23,4.7,-0.3,70.0,0.0,98.84,15
2021,2,23,5.2,0.0,69.0,0.0,98.97,16
2021,2,23,5.2,-0.3,68.0,0.0,99.11,17
2021,2,23,5.0,-0.7,67.0,0.0,99.19,18
2021,2,23,4.7,-0.7,68.0,0.0,99.38,19
2021,2,23,4.1,-0.3,73.0,0.0,99.5,20
2021,2,23,4.0,-0.3,73.0,0.0,99.6,21
2021,2,23,3.6,-0.6,74.0,0.0,99.71,22
2021,2,23,3.2,-0.8,75.0,0.0,99.77,23
2021,2,24,2.5,-1.4,75.0,0.0,99.84,0
2021,2,24,1.8,-1.8,77.0,0.0,99.88,1
2021,2,24,1.7,-1.5,79.0,0.0,99.87,2
2021,2,24,1.5,-1.6,80.0,0.0,99.82,3
2021,2,24,1.0,-1.8,82.0,0.0,99.83,4
2021,2,24,1.4,-1.8,79.0,0.0,99.9,5
2021,2,24,2.2,-1.7,75.0,0.0,99.84,6
2021,2,24,1.9,-1.4,79.0,0.0,99.75,7
2021,2,24,2.1,-0.5,83.0,0.0,99.66,8
2021,2,24,3.6,-0.9,72.0,0.0,99.51,9
2021,2,24,4.2,-1.2,68.0,0.0,99.36,10
2021,2,24,3.9,-0.8,71.0,0.0,99.18,11
2021,2,24,5.3,-1.2,63.0,0.0,98.95,12
2021,2,24,8.0,-1.5,51.0,0.0,98.79,13
2021,2,24,7.3,-0.8,56.0,0.0,98.65,14
2021,2,24,8.8,-0.3,53.0,0.0,98.64,15
2021,2,24,8.5,-0.2,54.0,0.0,98.69,16
2021,2,24,8.5,0.0,55.0,0.0,98.75,17
2021,2,24,6.6,0.3,64.0,0.0,98.92,18
2021,2,24,5.4,0.1,69.0,0.0,99.06,19
2021,2,24,4.3,-0.8,69.0,0.0,99.26,20
2021,2,24,3.2,-3.0,63.0,0.0,99.52,21
2021,2,24,1.8,-3.0,70.0,0.0,99.77,22
2021,2,24,1.6,-3.6,68.0,0.0,99.96,23
2021,2,25,1.1,-4.5,66.0,0.0,100.08,0
2021,2,25,1.0,-5.1,64.0,0.0,100.22,1
2021,2,25,0.4,-5.1,67.0,0.0,100.35,2
2021,2,25,0.2,-5.0,68.0,0.0,100.41,3
2021,2,25,-0.3,-6.2,64.0,0.0,100.48,4
2021,2,25,-1.1,-7.3,63.0,0.0,100.57,5
2021,2,25,-1.4,-7.6,63.0,0.0,100.65,6
2021,2,25,-2.0,-8.9,59.0,0.0,100.73,7
2021,2,25,-2.5,-9.3,60.0,0.0,100.85,8
2021,2,25,-2.0,-10.4,52.0,0.0,100.93,9
2021,2,25,-1.3,-10.4,50.0,0.0,100.95,10
2021,2,25,-0.7,-11.2,45.0,0.0,101.01,11
2021,2,25,0.2,-12.7,37.0,0.0,101.03,12
2021,2,25,1.2,-12.6,35.0,0.0,101.0,13
2021,2,25,1.9,-11.8,35.0,0.0,100.97,14
2021,2,25,1.3,-11.9,37.0,0.0,100.96,15
2021,2,25,1.3,-10.7,40.0,0.0,100.96,16
2021,2,25,0.9,-9.9,44.0,0.0,100.96,17
2021,2,25,0.5,-9.5,47.0,0.0,100.98,18
2021,2,25,0.2,-8.0,54.0,0.0,100.99,19
2021,2,25,0.2,-8.6,52.0,0.0,101.02,20
2021,2,25,0.2,-8.0,54.0,0.0,101.01,21
2021,2,25,0.1,-7.5,57.0,0.0,101.06,22
2021,2,25,-0.7,-6.7,64.0,0.0,101.07,23
2021,2,26,-0.2,-5.5,67.0,0.0,101.09,0
2021,2,26,-0.5,-5.5,69.0,0.0,101.16,1
2021,2,26,-1.2,-6.5,67.0,0.0,101.2,2
2021,2,26,-1.6,-8.0,61.0,0.0,101.25,3
2021,2,26,-2.3,-8.9,61.0,0.0,101.34,4
2021,2,26,-2.7,-8.7,63.0,0.0,101.41,5
2021,2,26,-3.0,-8.7,65.0,0.0,101.46,6
2021,2,26,-3.3,-7.8,71.0,0.0,101.56,7
2021,2,26,-2.7,-7.6,69.0,0.0,101.55,8
2021,2,26,-0.5,-7.5,59.0,0.0,101.5,9
2021,2,26,1.0,-7.7,52.0,0.0,101.48,10
2021,2,26,0.8,-4.6,67.0,0.0,101.44,11
2021,2,26,2.1,-6.3,54.0,0.0,101.58,12
2021,2,26,1.9,-8.1,47.0,0.0,101.57,13
2021,2,26,2.7,-8.2,45.0,0.0,101.48,14
2021,2,26,2.0,-6.3,54.0,0.0,101.44,15
2021,2,26,2.0,-6.5,54.0,0.0,101.24,16
2021,2,26,1.6,-5.7,58.0,0.0,101.1,17
2021,2,26,1.1,-4.5,66.0,0.0,101.1,18
2021,2,26,1.3,-3.3,72.0,0.0,101.05,19
2021,2,26,1.5,-3.3,71.0,0.0,100.94,20
2021,2,26,1.4,-3.3,71.0,0.0,100.88,21
2021,2,26,1.7,-4.4,64.0,0.0,100.75,22
2021,2,26,1.4,-3.9,68.0,0.0,100.62,23
2021,2,27,1.6,-3.4,69.0,0.0,100.53,0
2021,2,27,1.9,-3.4,68.0,0.0,100.44,1
2021,2,27,1.8,-3.3,69.0,0.0,100.38,2
2021,2,27,2.2,-3.1,68.0,0.0,100.22,3
2021,2,27,2.5,-3.3,66.0,0.0,100.08,4
2021,2,27,2.7,-2.3,69.0,0.0,99.91,5
2021,2,27,2.6,-1.4,75.0,0.1,99.81,6
2021,2,27,2.2,0.0,85.0,1.1,99.71,7
2021,2,27,2.8,1.7,93.0,3.2,99.73,8
2021,2,27,3.7,2.6,93.0,1.9,99.7,9
2021,2,27,3.3,2.3,93.0,0.2,99.71,10
2021,2,27,4.4,2.6,88.0,0.0,99.78,11
2021,2,27,5.4,0.5,71.0,0.0,99.93,12
2021,2,27,5.3,-0.7,65.0,0.0,100.03,13
2021,2,27,5.5,-0.9,63.0,0.0,100.12,14
2021,2,27,5.9,-0.8,62.0,0.0,100.25,15
2021,2,27,6.3,-0.8,60.0,0.0,100.41,16
2021,2,27,5.6,-1.0,63.0,0.0,100.54,17
2021,2,27,4.7,-1.1,66.0,0.0,100.68,18
2021,2,27,4.2,-0.8,70.0,0.0,100.84,19
2021,2,27,3.6,-0.9,73.0,0.0,100.84,20
2021,2,27,2.9,-0.5,78.0,0.0,100.89,21
2021,2,27,2.5,0.0,83.0,0.0,100.95,22
2021,2,27,2.0,0.3,88.0,0.0,100.97,23
2021,2,28,2.3,0.7,89.0,0.0,100.86,0
2021,2,28,1.8,0.3,90.0,0.0,100.89,1
2021,2,28,1.7,0.2,90.0,0.0,100.91,2
2021,2,28,1.3,-0.2,89.0,0.0,100.89,3
2021,2,28,1.4,0.2,92.0,0.0,100.91,4
2021,2,28,2.2,1.2,93.0,0.0,100.85,5
2021,2,28,2.2,1.1,93.0,0.0,100.83,6
2021,2,28,2.2,1.0,92.0,0.0,100.74,7
2021,2,28,2.5,1.5,92.0,0.0,100.73,8
2021,2,28,2.9,1.2,89.0,0.0,100.6,9
2021,2,28,3.7,0.9,81.0,0.0,100.43,10
2021,2,28,4.1,0.0,75.0,0.0,100.25,11
2021,2,28,3.8,0.5,79.0,0.0,100.14,12
2021,2,28,3.7,0.5,80.0,0.1,99.96,13
2021,2,28,3.3,1.3,87.0,0.7,99.71,14
2021,2,28,3.5,1.1,84.0,0.0,99.66,15
2021,2,28,3.8,1.6,85.0,0.0,99.6,16
2021,2,28,3.6,1.7,87.0,0.0,99.44,17
2021,2,28,3.7,1.5,85.0,0.0,99.33,18
2021,2,28,4.2,1.6,83.0,0.0,99.26,19
2021,2,28,5.3,2.7,83.0,0.0,99.15,20
2021,2,28,6.2,3.5,82.0,0.0,99.02,21
2021,2,28,7.2,3.9,79.0,0.0,98.91,22
2021,2,28,6.4,3.9,84.0,0.0,98.8,23
2018,2,1,1.8,-2.6,72.0,0.0,99.24,0
2018,2,1,1.4,-3.6,69.0,0.0,99.21,1
2018,2,1,1.5,-3.3,70.0,0.0,99.24,2
2018,2,1,1.4,-2.7,74.0,0.0,99.26,3
2018,2,1,1.1,-3.5,72.0,0.0,99.23,4
2018,2,1,1.1,-2.5,77.0,0.0,99.25,5
2018,2,1,1.4,-2.3,76.0,0.0,99.22,6
2018,2,1,1.5,-2.1,76.0,0.0,99.21,7
2018,2,1,1.2,-2.4,77.0,0.0,99.18,8
2018,2,1,1.7,-2.7,72.0,0.0,99.23,9
2018,2,1,3.5,-3.2,62.0,0.0,99.19,10
2018,2,1,4.1,-2.4,63.0,0.0,99.18,11
2018,2,1,5.3,-3.5,53.0,0.0,99.16,12
2018,2,1,4.8,-4.9,49.0,0.0,99.17,13
2018,2,1,3.2,-4.3,58.0,0.0,99.23,14
2018,2,1,0.8,-4.9,65.0,0.0,99.35,15
2018,2,1,-1.2,-6.5,68.0,0.0,99.53,16
2018,2,1,-2.4,-9.8,57.0,0.0,99.65,17
2018,2,1,-4.2,-12.0,54.0,0.0,99.82,18
2018,2,1,-5.1,-12.6,56.0,0.0,99.97,19
2018,2,1,-6.3,-14.4,52.0,0.0,100.08,20
2018,2,1,-7.1,-14.5,56.0,0.0,100.17,21
2018,2,1,-7.7,-14.2,60.0,0.0,100.27,22
2018,2,1,-8.0,-14.4,60.0,0.0,100.33,23
2018,2,2,-8.4,-14.3,63.0,0.0,100.37,0
2018,2,2,-8.8,-14.0,66.0,0.0,100.39,1
2018,2,2,-9.0,-14.4,65.0,0.0,100.41,2
2018,2,2,-8.9,-14.1,66.0,0.0,100.46,3
2018,2,2,-9.3,-14.2,68.0,0.0,100.48,4
2018,2,2,-10.7,-16.7,61.0,0.0,100.6,5
2018,2,2,-12.0,-18.1,60.0,0.0,100.72,6
2018,2,2,-13.2,-19.2,60.0,0.0,100.84,7
2018,2,2,-14.3,-20.4,60.0,0.0,100.98,8
2018,2,2,-14.9,-21.6,57.0,0.2,101.1,9
2018,2,2,-14.0,-21.5,53.0,0.0,101.18,10
2018,2,2,-13.0,-21.2,50.0,0.0,101.22,11
2018,2,2,-11.8,-19.8,51.0,0.0,101.25,12
2018,2,2,-11.3,-20.8,46.0,0.0,101.24,13
2018,2,2,-10.5,-20.2,45.0,0.0,101.19,14
2018,2,2,-10.2,-20.6,42.0,0.0,101.17,15
2018,2,2,-9.9,-21.4,38.0,0.0,101.18,16
2018,2,2,-9.9,-21.1,39.0,0.0,101.21,17
2018,2,2,-9.5,-19.9,42.0,0.0,101.24,18
2018,2,2,-9.6,-18.0,50.0,0.0,101.24,19
2018,2,2,-9.5,-15.9,60.0,0.0,101.19,20
2018,2,2,-9.5,-14.5,67.0,0.0,101.16,21
2018,2,2,-9.0,-13.4,70.0,0.0,101.12,22
2018,2,2,-8.7,-14.9,61.0,0.0,101.06,23
2018,2,3,-8.8,-15.0,61.0,0.0,101.03,0
2018,2,3,-8.6,-14.6,62.0,0.0,101.02,1
2018,2,3,-8.7,-13.8,67.0,0.0,100.99,2
2018,2,3,-8.4,-14.7,60.0,0.0,100.96,3
2018,2,3,-8.7,-14.1,65.0,0.0,100.95,4
2018,2,3,-8.7,-14.9,60.0,0.0,100.94,5
2018,2,3,-9.1,-14.2,66.0,0.0,100.94,6
2018,2,3,-9.5,-14.3,68.0,0.0,100.96,7
2018,2,3,-9.4,-13.8,71.0,0.0,100.97,8
2018,2,3,-8.7,-13.1,71.0,0.0,100.98,9
2018,2,3,-7.6,-12.6,68.0,0.0,100.96,10
2018,2,3,-6.6,-11.5,68.0,0.0,100.92,11
2018,2,3,-5.5,-11.7,62.0,0.0,100.84,12
2018,2,3,-4.9,-11.5,60.0,0.0,100.73,13
2018,2,3,-4.5,-9.1,70.0,0.0,100.63,14
2018,2,3,-4.1,-7.8,75.0,0.0,100.55,15
2018,2,3,-4.0,-8.1,73.0,0.0,100.5,16
2018,2,3,-3.9,-6.8,80.0,0.0,100.39,17
2018,2,3,-3.7,-6.0,84.0,0.0,100.34,18
2018,2,3,-3.3,-5.6,84.0,0.0,100.26,19
2018,2,3,-2.8,-5.8,80.0,0.0,100.18,20
2018,2,3,-2.3,-3.8,90.0,0.3,100.06,21
2018,2,3,-1.9,-3.4,89.0,0.2,99.97,22
2018,2,3,-1.6,-2.6,93.0,0.4,99.89,23
2018,2,4,-0.5,-4.5,74.0,0.0,99.77,0
2018,2,4,0.2,-6.8,59.0,0.0,99.76,1
2018,2,4,0.0,-8.4,53.0,0.0,99.71,2
2018,2,4,0.2,-8.7,51.0,0.0,99.68,3
2018,2,4,0.5,-7.4,56.0,0.0,99.64,4
2018,2,4,-1.0,-3.5,83.0,0.0,99.62,5
2018,2,4,-1.0,-2.5,89.0,0.2,99.62,6
2018,2,4,-0.9,-2.1,91.0,0.2,99.62,7
2018,2,4,-0.4,-1.4,93.0,0.7,99.61,8
2018,2,4,-0.1,-1.2,92.0,0.8,99.59,9
2018,2,4,0.3,-0.8,92.0,0.6,99.56,10
2018,2,4,0.8,-0.3,92.0,0.6,99.53,11
2018,2,4,1.2,-0.1,92.0,0.2,99.44,12
2018,2,4,1.5,0.1,91.0,0.2,99.32,13
2018,2,4,1.8,0.1,88.0,0.0,99.25,14
2018,2,4,1.6,0.0,89.0,0.0,99.21,15
2018,2,4,1.5,0.1,90.0,0.0,99.22,16
2018,2,4,1.6,0.1,90.0,0.0,99.2,17
2018,2,4,-1.3,-3.6,85.0,0.2,99.23,18
2018,2,4,-3.9,-6.3,84.0,0.0,99.32,19
2018,2,4,-5.6,-7.7,85.0,0.5,99.37,20
2018,2,4,-6.6,-8.7,85.0,0.2,99.42,21
2018,2,4,-7.3,-9.2,87.0,0.3,99.5,22
2018,2,4,-8.0,-11.0,79.0,0.0,99.59,23
2018,2,5,-8.4,-12.1,75.0,0.2,99.69,0
2018,2,5,-8.7,-12.8,72.0,0.0,99.85,1
2018,2,5,-9.3,-13.1,73.0,0.0,100.02,2
2018,2,5,-10.3,-13.6,77.0,0.0,100.13,3
2018,2,5,-10.9,-14.5,75.0,0.0,100.24,4
2018,2,5,-11.4,-16.5,66.0,0.0,100.4,5
2018,2,5,-11.6,-16.9,65.0,0.0,100.51,6
2018,2,5,-11.5,-17.9,59.0,0.0,100.63,7
2018,2,5,-11.3,-16.7,64.0,0.0,100.7,8
2018,2,5,-10.4,-16.0,63.0,0.0,100.81,9
2018,2,5,-9.1,-14.8,64.0,0.0,100.83,10
2018,2,5,-8.3,-14.4,61.0,0.0,100.91,11
2018,2,5,-8.0,-15.8,54.0,0.0,100.86,12
2018,2,5,-8.0,-15.6,55.0,0.0,100.8,13
2018,2,5,-7.6,-15.9,51.0,0.0,100.72,14
2018,2,5,-7.2,-15.2,53.0,0.0,100.69,15
2018,2,5,-7.4,-15.5,52.0,0.0,100.73,16
2018,2,5,-7.4,-15.2,54.0,0.0,100.74,17
2018,2,5,-7.1,-13.5,61.0,0.0,100.74,18
2018,2,5,-6.9,-12.3,65.0,0.0,100.78,19
2018,2,5,-6.8,-12.1,66.0,0.0,100.75,20
2018,2,5,-6.9,-12.3,65.0,0.0,100.77,21
2018,2,5,-6.8,-12.6,63.0,0.0,100.77,22
2018,2,5,-7.0,-14.4,55.0,0.0,100.74,23
2018,2,6,-7.0,-14.6,55.0,0.0,100.74,0
2018,2,6,-7.1,-14.1,58.0,0.0,100.71,1
2018,2,6,-7.6,-12.7,66.0,0.0,100.7,2
2018,2,6,-7.8,-11.2,76.0,0.0,100.71,3
2018,2,6,-8.0,-11.0,79.0,0.0,100.73,4
2018,2,6,-8.1,-11.3,77.0,0.0,100.79,5
2018,2,6,-7.9,-11.7,74.0,0.0,100.85,6
2018,2,6,-7.9,-11.9,73.0,0.0,100.92,7
2018,2,6,-7.8,-12.1,71.0,0.0,101.01,8
2018,2,6,-7.3,-12.1,69.0,0.0,101.12,9
2018,2,6,-6.1,-12.4,61.0,0.2,101.15,10
2018,2,6,-5.4,-12.1,59.0,0.0,101.29,11
2018,2,6,-4.9,-12.7,54.0,0.0,101.32,12
2018,2,6,-3.8,-13.2,48.0,0.0,101.33,13
2018,2,6,-3.5,-13.3,47.0,0.0,101.34,14
2018,2,6,-4.2,-12.8,51.0,0.0,101.42,15
2018,2,6,-4.5,-13.5,49.0,0.0,101.46,16
2018,2,6,-4.9,-14.1,49.0,0.0,101.55,17
2018,2,6,-5.3,-14.0,51.0,0.0,101.64,18
2018,2,6,-6.0,-13.6,55.0,0.0,101.7,19
2018,2,6,-6.4,-13.4,58.0,0.0,101.79,20
2018,2,6,-7.3,-13.7,60.0,0.0,101.75,21
2018,2,6,-7.4,-14.2,58.0,0.0,101.75,22
2018,2,6,-7.7,-14.1,60.0,0.0,101.77,23
2018,2,7,-7.9,-14.2,61.0,0.0,101.72,0
2018,2,7,-7.5,-14.0,59.0,0.0,101.6,1
2018,2,7,-7.2,-13.5,61.0,0.0,101.56,2
2018,2,7,-6.9,-13.0,62.0,0.0,101.5,3
2018,2,7,-7.0,-12.7,64.0,0.0,101.36,4
2018,2,7,-6.5,-11.4,68.0,0.0,101.3,5
2018,2,7,-6.6,-8.9,84.0,0.3,101.09,6
2018,2,7,-5.5,-7.0,89.0,0.6,100.99,7
2018,2,7,-4.9,-5.9,92.0,1.4,100.93,8
2018,2,7,-4.4,-5.4,93.0,1.3,100.81,9
2018,2,7,-4.2,-5.4,92.0,1.6,100.66,10
2018,2,7,-4.8,-6.2,90.0,1.0,100.56,11
2018,2,7,-5.4,-7.2,88.0,0.8,100.45,12
2018,2,7,-6.1,-8.2,85.0,0.2,100.35,13
2018,2,7,-5.2,-8.9,75.0,0.2,100.35,14
2018,2,7,-5.0,-9.2,72.0,0.0,100.38,15
2018,2,7,-4.9,-10.0,67.0,0.0,100.48,16
2018,2,7,-4.8,-10.3,66.0,0.0,100.55,17
2018,2,7,-5.4,-10.3,68.0,0.0,100.69,18
2018,2,7,-5.9,-10.4,71.0,0.0,100.83,19
2018,2,7,-6.7,-10.8,73.0,0.0,100.95,20
2018,2,7,-6.9,-10.6,75.0,0.0,101.02,21
2018,2,7,-7.7,-11.1,76.0,0.0,101.1,22
2018,2,7,-7.6,-11.5,73.0,0.0,101.2,23
2018,2,8,-8.4,-11.5,78.0,0.0,101.21,0
2018,2,8,-8.4,-11.2,80.0,0.0,101.21,1
2018,2,8,-9.1,-11.7,81.0,0.0,101.24,2
2018,2,8,-9.5,-12.5,79.0,0.0,101.23,3
2018,2,8,-9.4,-12.5,78.0,0.0,101.23,4
2018,2,8,-9.2,-12.4,78.0,0.0,101.29,5
2018,2,8,-8.9,-11.9,79.0,0.0,101.3,6
2018,2,8,-8.6,-11.5,79.0,0.0,101.32,7
2018,2,8,-8.7,-11.4,81.0,0.0,101.37,8
2018,2,8,-8.0,-10.9,80.0,0.0,101.38,9
2018,2,8,-7.3,-12.1,69.0,0.0,101.41,10
2018,2,8,-6.6,-13.7,57.0,0.0,101.39,11
2018,2,8,-5.9,-14.4,51.0,0.0,101.28,12
2018,2,8,-5.7,-13.8,53.0,0.0,101.19,13
2018,2,8,-6.2,-12.7,60.0,0.0,101.14,14
2018,2,8,-6.3,-14.2,53.0,0.0,101.17,15
2018,2,8,-6.4,-14.7,52.0,0.0,101.25,16
2018,2,8,-6.1,-13.2,57.0,0.0,101.27,17
2018,2,8,-6.8,-12.9,61.0,0.0,101.27,18
2018,2,8,-7.2,-11.3,73.0,0.0,101.33,19
2018,2,8,-7.2,-11.2,73.0,0.0,101.39,20
2018,2,8,-7.5,-11.2,74.0,0.0,101.44,21
2018,2,8,-7.7,-11.2,76.0,0.0,101.48,22
2018,2,8,-8.1,-11.5,76.0,0.0,101.54,23
2018,2,9,-8.5,-12.0,76.0,0.0,101.51,0
2018,2,9,-8.4,-11.8,76.0,0.0,101.53,1
2018,2,9,-8.5,-12.2,75.0,0.0,101.53,2
2018,2,9,-8.3,-11.8,76.0,0.0,101.53,3
2018,2,9,-7.9,-11.7,74.0,0.0,101.5,4
2018,2,9,-7.9,-11.5,75.0,0.0,101.54,5
2018,2,9,-7.9,-11.7,74.0,0.0,101.53,6
2018,2,9,-7.4,-11.7,71.0,0.0,101.54,7
2018,2,9,-7.1,-11.7,69.0,0.0,101.55,8
2018,2,9,-6.8,-10.8,73.0,0.0,101.52,9
2018,2,9,-6.3,-10.0,75.0,0.0,101.48,10
2018,2,9,-6.2,-8.6,83.0,0.5,101.47,11
2018,2,9,-5.9,-8.5,81.0,0.2,101.39,12
2018,2,9,-5.8,-8.2,83.0,0.4,101.28,13
2018,2,9,-5.5,-8.1,82.0,0.3,101.16,14
2018,2,9,-5.3,-8.0,82.0,0.3,101.03,15
2018,2,9,-5.2,-7.2,86.0,0.5,100.88,16
2018,2,9,-4.9,-6.4,89.0,0.5,100.85,17
2018,2,9,-4.5,-5.7,91.0,1.0,100.85,18
2018,2,9,-4.1,-5.3,91.0,0.7,100.82,19
2018,2,9,-3.6,-4.8,91.0,0.3,100.76,20
2018,2,9,-4.2,-5.8,89.0,0.0,100.74,21
2018,2,9,-4.2,-5.7,89.0,0.0,100.7,22
2018,2,9,-4.0,-5.8,87.0,0.0,100.7,23
2018,2,10,-4.0,-5.9,86.0,0.0,100.72,0
2018,2,10,-3.6,-5.6,86.0,0.0,100.73,1
2018,2,10,-4.0,-6.2,84.0,0.0,100.75,2
2018,2,10,-4.0,-6.2,84.0,0.0,100.74,3
2018,2,10,-4.1,-6.0,87.0,0.0,100.71,4
2018,2,10,-4.3,-6.3,86.0,0.0,100.75,5
2018,2,10,-4.2,-6.2,86.0,0.0,100.75,6
2018,2,10,-4.3,-6.6,84.0,0.0,100.74,7
2018,2,10,-4.6,-7.0,83.0,0.0,100.81,8
2018,2,10,-4.5,-6.8,84.0,0.2,100.81,9
2018,2,10,-4.2,-6.7,83.0,0.2,100.75,10
2018,2,10,-3.9,-6.4,83.0,0.0,100.76,11
2018,2,10,-3.4,-5.6,84.0,0.7,100.68,12
2018,2,10,-3.2,-5.4,85.0,0.5,100.63,13
2018,2,10,-3.4,-5.6,85.0,0.9,100.6,14
2018,2,10,-3.7,-5.6,87.0,0.9,100.57,15
2018,2,10,-3.8,-5.3,89.0,1.0,100.59,16
2018,2,10,-4.0,-5.7,88.0,0.6,100.64,17
2018,2,10,-4.0,-6.2,85.0,0.4,100.69,18
2018,2,10,-4.0,-6.5,82.0,0.0,100.73,19
2018,2,10,-3.9,-6.8,80.0,0.0,100.76,20
2018,2,10,-3.9,-7.3,77.0,0.0,100.72,21
2018,2,10,-4.1,-7.2,79.0,0.0,100.76,22
2018,2,10,-4.2,-7.3,79.0,0.0,100.76,23
2018,2,11,-4.8,-7.8,80.0,0.0,100.75,0
2018,2,11,-5.0,-7.8,81.0,0.2,100.75,1
2018,2,11,-5.1,-8.2,79.0,0.0,100.72,2
2018,2,11,-5.0,-8.3,78.0,0.0,100.63,3
